id,name,latDeg,longDeg,elevFt
324642,Livingston Healthcare Heliport,45.675,-110.52515,5680
324643,Sutter Butte Dusters Airport,39.228622,-121.688265,770
324652,Leinsing Heliport,43.151831,-70.846902,465
324843,Dakota Air Ranch Airport,35.650122,-79.650311,874
324859,Tampa General Hospital Brandon Healthplex Heliport,27.929372,-82.336981,1620
325323,Kalifornsky Meadows Airport,60.491537,-151.235253,850
325443,Flying W Ranch Airport,60.535833,-150.811387,1690
325508,Trapper T Heliport,61.556055,-149.284527,2410
325773,Cheyenne River Health Center Heliport,44.993124,-101.243011,1450
326133,Lammers Airport,46.462777,-109.490555,70
326562,Wanblee Health Center Heliport,43.563836,-101.660223,100
327110,St Claire Healthcare Heliport,38.181441,-83.443319,3110
327859,Broken B Airport,35.408087,-98.605477,940
328503,Gull Bay Landing Airport,36.198598,-96.217693,5373
328506,WAVY TV Heliport,36.829702,-76.298344,90
328986,Penobscot Valley Hospital Heliport,45.348713,-68.516636,110
329058,Sheldon Chalet Heliport,62.969888,-150.75375,920
329280,Corral Creek Airport,46.785278,-116.471131,690
329719,Speed Shore Company Headquarters Heliport,29.597045,-95.369421,52
329892,Jones Landing Airport,45.815368,-111.152163,1260
330391,Homan Field,44.809158,-96.498897,5210
330393,JLS Farms Airport,33.591319,-95.882864,2437
330693,Atrium Health Union Heliport,34.976678,-80.522055,103
332752,Little Lagoon Seaplane Base,30.243717,-87.754678,990
334249,Pecan Field,33.283933,-98.402861,1372
334329,RPM Airport,37.337894,-93.164084,507
334331,PTC Airport,35.298914,-86.474357,926
334339,Methodist Health Heliport,37.628414,-87.946994,960
335815,Barefoot Airport,61.506147,-149.912825,3487
337183,War Veterans Colony Heliport,34.811412,-95.307727,2745
337658,Kothmann Ranch Heliport,30.678963,-100.130183,153
338863,Moore County Hospital District Heliport,35.863631,-101.970944,1210
338864,Twisted Sisters Airport,60.540256,-150.813827,1200
340858,Clute Fire & EMS Station #1 Heliport,29.012067,-95.402119,3733
340868,6 Mile Airpark,30.860024,-100.201996,1075
341544,Triple R Ranch Airport,30.950976,-86.635555,3300
341551,Brazos Polo Airport,29.632117,-95.932481,1810
341553,Luecke Heliport,29.906488,-97.214397,1000
342438,4D Ranch Airport,29.713072,-99.545642,1440
343404,LZ Tango Charlie Airport,30.308803,-99.022228,925
345166,Spring Creek Ranch East Airport,34.391667,-96.690833,3900
345364,Miner's Colfax Medical Center Heliport,36.862377,-104.442853,2020
345365,Douglas County Memorial Hospital Heliport,43.325923,-98.345152,930
345496,Sebago Lake Basin Seaplane Base,43.839716,-70.462016,582
345550,Oakwood Heritage Hospital Heliport,42.236433,-83.276421,1273
345570,Bell Mountain Airport,35.217541,-82.426,943
345652,Koch Field,42.349636,-92.513316,78
345693,Fleming County Hospital Heliport,38.422373,-83.752604,643
345707,Johnston Medical Center Heliport,35.63027,-78.50392,2013
345757,Del Sol Medical Center Heliport,31.7574,-106.346895,1703
345772,Sterling Airport,28.680794,-96.661647,87
345994,Brighton Helipad,27.075744,-81.071125,750
346026,High Point Farm Airport,38.187091,-84.93011,1300
346084,Coffin Brook Landing Heliport,43.423889,-71.248722,9
346195,Glens Falls Hospital Heliport,43.307336,-73.646211,103
346208,Stallions Airport,44.960084,-106.105925,1000
346234,Rockdale Airport,42.970979,-89.028482,155
346550,Dusenbury Field,36.297634,-80.16207,8
346774,Amar Heliport,41.231009,-74.047353,430
346847,Flying 5B Ranch Airport,31.951789,-97.834888,3
347051,Bridgeview Heliport,41.982698,-73.963206,427
347056,D An P Farm Airport,33.593768,-97.100816,20
347505,Immokalee Helipad,26.39841,-81.414667,750
347887,McGee 04 Heliport,34.775671,-77.392244,1485
347917,Drill Field Pad Heliport,44.059531,-123.118951,1250
347920,Atrium Medical Center Heliport,39.497455,-84.313851,3984
348415,Lopez Medical Clinic Heliport,48.524894,-122.912394,1717
348548,Bluebird Airport,35.012334,-97.702735,1965
349103,Advanced Public Health of Isabela Heliport,18.489403,-67.026333,1010
349876,Brunswick Novant Medical Center Heliport,34.029945,-78.260572,30
350762,Midwest Medical Center Heliport,42.449757,-90.456925,15
350921,J & W Windy Hill Airport,33.445914,-96.57079,1070
351171,Hartness Heliport,34.840013,-82.252927,100
